Model,MCC,Accuracy,F1,MCC_SE,Accuracy_SE,F1_SE,MCC_Lower,MCC_Upper,Accuracy_Lower,Accuracy_Upper,F1_Lower,F1_Upper,Task
base_nli,0.4311839287839833,0.7390029325513197,0.7014028816510206,0.04730318326314205,0.02371455888029485,0.029031669618330334,0.3838807455208413,0.47848711204712535,0.7152883736710248,0.7627174914316145,0.6723712120326902,0.730434551269351,ibm_claimstance_entailment
base_nli,0.7979961941311898,0.9090909090909091,0.9050687672669814,0.02877923543948714,0.014547270414244055,0.015735432417271437,0.7692169586917027,0.826775429570677,0.894543638676665,0.9236381795051531,0.8893333348497099,0.9208041996842529,ibm_claimstance_topic_entailment
base_nli,0.2419887570912305,0.7105263157894737,0.8077244393033867,0.15245804709473834,0.07042057568086459,0.0522781254105221,0.08953070999649215,0.39444680418596884,0.6401057401086091,0.7809468914703382,0.7554463138928645,0.8600025647139088,polistance_issue_tweets
base_nli,0.6432681667724497,0.8346080305927343,0.8301828403373842,0.025133831227933917,0.011581352035803303,0.012138877735127392,0.6181343355445158,0.6684019980003836,0.8230266785569309,0.8461893826285376,0.8180439626022569,0.8423217180725115,scad_event_entailment
base_nli,0.3392837011570742,0.9340974212034384,0.9244342782651472,0.05257734199179327,0.00680251038090856,0.008306659531213623,0.2867063591652809,0.39186104314886744,0.9272949108225299,0.9408999315843469,0.9161276187339336,0.9327409377963609,targeted_hatespeech_entailment
base_nli,0.508766510223779,0.7809030347890451,0.7619295722834473,0.024607972593620665,0.01191531612658567,0.013758393614406365,0.48415853763015826,0.5333744828173996,0.7689877186624594,0.7928183509156308,0.7481711786690409,0.7756879658978536,violent_hatespeech_entailment
large_nli,0.5531023386823822,0.7880904856952761,0.7775615697460827,0.015157053225385202,0.007534849623353885,0.00821295198851826,0.537945285456997,0.5682593919077674,0.7805556360719221,0.79562533531863,0.7693486177575645,0.7857745217346009,PoliStance_Affect
large_nli,-0.102795885152511,0.5131964809384164,0.49233347297863433,0.05164600096589731,0.0271374762542973,0.02930026609749946,-0.1544418861184083,-0.05114988418661368,0.4860590046841191,0.5403339571927137,0.46303320688113486,0.5216337390761338,PoliStance_Affect_QT
large_nli,0.685862958132342,0.8201320132013201,0.8164768320452194,0.013600802855996514,0.008945164635372064,0.009262138193478268,0.6722621552763455,0.6994637609883385,0.811186848565948,0.8290771778366922,0.807214693851741,0.8257389702386977,acled_event_entailment
large_nli,0.8444327102255456,0.9187056037884768,0.9177601905319307,0.014044388774856705,0.007839978524468195,0.008015718642626459,0.8303883214506889,0.8584770990004023,0.9108656252640086,0.9265455823129449,0.9097444718893042,0.9257759091745572,argument_quality_ranking_entailment
large_nli,0.8899003244622256,0.942542077771329,0.9425286068293834,0.010353357481494917,0.005625837078140165,0.00562833410452809,0.8795469669807306,0.9002536819437205,0.9369162406931889,0.9481679148494692,0.9369002727248553,0.9481569409339116,bill_summary_entailment
large_nli,0.552654401223004,0.7764705882352941,0.7794310092976884,0.05030815707154527,0.02544760967437172,0.024870675524421574,0.5023462441514588,0.6029625582945493,0.7510229785609224,0.8019181979096659,0.7545603337732668,0.80430168482211,dehumanizing_hatespeech_entailment
large_nli,0.8992458756192553,0.9520403870424905,0.9515284622583646,0.00907295484942198,0.0044418071319405625,0.0045355873825847475,0.8901729207698333,0.9083188304686772,0.94759857991055,0.956482194174431,0.9469928748757799,0.9560640496409494,dem_rep_party_platform_topics
large_nli,0.41307979935470174,0.7214076246334311,0.6623260993509607,0.0370898498245324,0.0234946229645143,0.030929055181924084,0.37598994953016934,0.45016964917923413,0.6979130016689168,0.7449022475979454,0.6313970441690365,0.6932551545328848,ibm_claimstance_entailment
large_nli,0.8853932021919275,0.9484029484029484,0.9471860523785035,0.023423287201531952,0.011118678352245115,0.011635436724586312,0.8619699149903955,0.9088164893934595,0.9372842700507032,0.9595216267551935,0.9355506156539172,0.9588214891030898,ibm_claimstance_topic_entailment
large_nli,0.27509212216215073,0.7631578947368421,0.8436510857563488,0.17595952187711317,0.06700973592800731,0.04661188322287608,0.09913260028503756,0.4510516440392639,0.6961481588088348,0.8301676306648494,0.7970392025334727,0.890262968979225,polistance_issue_tweets
large_nli,0.8039148428456959,0.9082217973231358,0.9078849544089355,0.01924464282863005,0.009125580092723214,0.009187023946982268,0.7846702000170659,0.823159485674326,0.8990962172304126,0.917347377415859,0.8986979304619532,0.9170719783559177,scad_event_entailment
large_nli,0.14089964688979642,0.9226361031518625,0.9059505198249826,0.04832125533412925,0.007027535196205024,0.009233133592319738,0.09257839155566716,0.18922090222392568,0.9156085679556575,0.9296636383480675,0.896717386232663,0.9151836534173023,targeted_hatespeech_entailment
large_nli,0.5478739280703945,0.7986676535899334,0.7923362864620198,0.023539914709498316,0.010830019184328316,0.011431181603358558,0.5243340133608961,0.5714138427798928,0.7878376344056051,0.8094976727742618,0.7809051048586613,0.8037674680653784,violent_hatespeech_entailment
base_debate,0.9526185416176138,0.9773785761809713,0.9773617357708958,0.00567695246061645,0.0027148788644681854,0.002719560082278535,0.9469415891569973,0.9582954940782303,0.9746636973165032,0.9800934550454395,0.9746421756886172,0.9800812958531744,PoliStance_Affect
base_debate,0.6748092723004695,0.8475073313782991,0.8475073313782991,0.04060172627997408,0.018961806081397095,0.018924089727271436,0.6342075460204954,0.7154109985804435,0.8285455252969021,0.8664691374596962,0.8285832416510277,0.8664314211055706,PoliStance_Affect_QT
base_debate,0.7820386291940349,0.8833883388338833,0.882955807717356,0.013509542938375545,0.007661773787184363,0.007723222933826952,0.7685290862556593,0.7955481721324105,0.875726565046699,0.8910501126210677,0.875232584783529,0.890679030651183,acled_event_entailment
base_debate,0.9651922549364212,0.9826361483820047,0.9826218947081707,0.0071016764785011245,0.0035647208372421666,0.003570906334325067,0.9580905784579201,0.9722939314149224,0.9790714275447626,0.9862008692192469,0.9790509883738456,0.9861928010424958,argument_quality_ranking_entailment
base_debate,0.9048017059130261,0.9518282066163668,0.9518533360586012,0.010017175011991118,0.005116456034670689,0.005110251564578061,0.894784530901035,0.9148188809250172,0.9467117505816961,0.9569446626510375,0.9467430844940232,0.9569635876231792,bill_summary_entailment
base_debate,0.8620783996729173,0.9294117647058824,0.930218487394958,0.029898447142130267,0.015998384674323223,0.015635421424815523,0.832179952530787,0.8919768468150476,0.9134133800315591,0.9454101493802056,0.9145830659701425,0.9458539088197736,dehumanizing_hatespeech_entailment
base_debate,0.9440168459476604,0.9734960033655868,0.973526109908577,0.006767395040666803,0.0032151914149983587,0.003209139016647712,0.9372494509069936,0.9507842409883273,0.9702808119505885,0.9767111947805852,0.9703169708919293,0.9767352489252248,dem_rep_party_platform_topics
base_debate,0.9624363992806682,0.9824046920821115,0.9824328544154113,0.015295350054461716,0.007184905737749819,0.0071598185217298755,0.9471410492262065,0.9777317493351299,0.9752197863443617,0.9895895978198612,0.9752730358936814,0.9895926729371411,ibm_claimstance_entailment
base_debate,0.9445806100217865,0.9754299754299754,0.9754299754299754,0.017227965969764055,0.007645465248493064,0.007648038094525305,0.9273526440520224,0.9618085759915506,0.9677845101814824,0.9830754406784685,0.9677819373354501,0.9830780135245007,ibm_claimstance_topic_entailment
base_debate,0.6974858324629157,0.9736842105263158,0.977889930305215,0.4056742407275619,0.026323669872718503,0.01849689759097748,0.2918115917353538,1.1031600731904776,0.9473605406535973,1.0000078803990342,0.9593930327142375,0.9963868278961925,polistance_issue_tweets
base_debate,0.7313420964670032,0.869980879541109,0.871042543604685,0.021426125156004422,0.010440723732391625,0.010282402111184825,0.7099159713109988,0.7527682216230076,0.8595401558087175,0.8804216032735006,0.8607601414935002,0.8813249457158698,scad_event_entailment
base_debate,0.6561582719506096,0.9627507163323782,0.9585345824232315,0.04342371069045862,0.005001581787298684,0.00596602331237502,0.612734561260151,0.6995819826410682,0.9577491345450795,0.9677522981196769,0.9525685591108565,0.9645006057356066,targeted_hatespeech_entailment
base_debate,0.8740961888200812,0.9422649888971133,0.9422381543339199,0.014179727809229365,0.006496002445862828,0.006509114841628377,0.8599164610108518,0.8882759166293106,0.9357689864512505,0.9487609913429761,0.9357290394922915,0.9487472691755483,violent_hatespeech_entailment
large_debate,0.9679594249354807,0.9846972721224219,0.9846904835146313,0.004640038651386977,0.002213478361364584,0.002215250082691633,0.9633193862840937,0.9725994635868677,0.9824837937610573,0.9869107504837864,0.9824752334319397,0.9869057335973229,PoliStance_Affect
large_debate,0.8810120833772171,0.9442815249266863,0.9442375171307887,0.027268517652675916,0.01282322272201183,0.012846537640498201,0.8537435657245412,0.908280601029893,0.9314583022046744,0.9571047476486981,0.9313909794902906,0.9570840547712869,PoliStance_Affect_QT
large_debate,0.8901831729864225,0.9444444444444444,0.9444848319940178,0.010281614167220282,0.005255394180735382,0.005250087774479401,0.8799015588192022,0.9004647871536428,0.939189050263709,0.9496998386251798,0.9392347442195383,0.9497349197684972,acled_event_entailment
large_debate,0.9857318645642784,0.9928966061562746,0.9928943346878866,0.004766889075739348,0.0023782725430513815,0.0023798873911951846,0.9809649754885391,0.9904987536400177,0.9905183336132233,0.995274878699326,0.9905144472966914,0.9952742220790818,argument_quality_ranking_entailment
large_debate,0.8778431115634986,0.9355774811375508,0.9355238274119415,0.010484730113004355,0.005819414828310103,0.005828351606843742,0.8673583814504943,0.8883278416765029,0.9297580663092407,0.9413968959658608,0.9296954758050978,0.9413521790187852,bill_summary_entailment
large_debate,0.853059817679212,0.9294117647058824,0.9297874762808348,0.03278360395175747,0.015746343319983473,0.015580422130527178,0.8202762137274545,0.8858434216309695,0.9136654213858989,0.9451581080258659,0.9142070541503077,0.9453678984113619,dehumanizing_hatespeech_entailment
large_debate,0.9535938608607138,0.9781236853176273,0.9780806209278731,0.006325054287853738,0.002981095884072306,0.0029934012284820156,0.9472688065728601,0.9599189151485676,0.9751425894335549,0.9811047812016996,0.975087219699391,0.9810740221563551,dem_rep_party_platform_topics
large_debate,0.9937155556426401,0.9970674486803519,0.9970650089763489,0.006551708829078236,0.0030727484873314575,0.0030809221460740065,0.987163846813562,1.0002672644717183,0.9939947001930205,1.0001401971676833,0.9939840868302748,1.0001459311224228,ibm_claimstance_entailment
large_debate,0.9669188457965409,0.9852579852579852,0.9851708733526915,0.012835515236612546,0.0058566940403432235,0.00592959774202469,0.9540833305599283,0.9797543610331534,0.9794012912176421,0.9911146792983284,0.9792412756106668,0.9911004710947162,ibm_claimstance_topic_entailment
large_debate,1.0,1.0,1.0,0.4851381246614206,0.0,0.0,0.5148618753385794,1.4851381246614206,1.0,1.0,1.0,1.0,polistance_issue_tweets
large_debate,0.6872565949462315,0.8479923518164436,0.8493991137610094,0.021593137189721185,0.010642292832518298,0.01046524864520093,0.6656634577565103,0.7088497321359527,0.8373500589839253,0.8586346446489619,0.8389338651158085,0.8598643624062103,scad_event_entailment
large_debate,0.7884562102834607,0.9749283667621776,0.9741930927712019,0.0364491900031018,0.004365853741739643,0.004599373595319786,0.7520070202803589,0.8249054002865625,0.9705625130204381,0.9792942205039172,0.9695937191758821,0.9787924663665217,targeted_hatespeech_entailment
large_debate,0.8897874146320224,0.9496669133974833,0.9493671539569013,0.012671834725478183,0.005850499105448294,0.00592221584015874,0.8771155799065442,0.9024592493575005,0.943816414292035,0.9555174125029317,0.9434449381167426,0.95528936979706,violent_hatespeech_entailment
base_modern,0.9254859289144661,0.9644045242847638,0.9643966694410476,0.007281257141756708,0.00348974811683544,0.003491224708153236,0.9182046717727094,0.9327671860562229,0.9609147761679283,0.9678942724015992,0.9609054447328944,0.9678878941492008,PoliStance_Affect
base_modern,0.3806912030727252,0.7067448680351907,0.7080080717115929,0.050397263759970536,0.024186469950026712,0.023938565820370017,0.33029393931275464,0.43108846683269575,0.6825583980851639,0.7309313379852174,0.6840695058912228,0.7319466375319629,PoliStance_Affect_QT
base_modern,0.836673137030807,0.9185918591859186,0.9185530908143691,0.012561828850124536,0.006252775527666723,0.006258288372624311,0.8241113081806825,0.8492349658809316,0.9123390836582519,0.9248446347135852,0.9122948024417448,0.9248113791869934,acled_event_entailment
base_modern,0.9287839819628325,0.9644830307813733,0.9645040578794836,0.010147809831531598,0.005065415121307474,0.00505940274728205,0.9186361721313009,0.9389317917943641,0.9594176156600659,0.9695484459026807,0.9594446551322016,0.9695634606267656,argument_quality_ranking_entailment
base_modern,0.8904005730961878,0.9442832269297736,0.9443085689136276,0.010506428171401383,0.005422016354041251,0.005418311891162606,0.8798941449247865,0.9009070012675892,0.9388612105757324,0.9497052432838149,0.938890257022465,0.9497268808047902,bill_summary_entailment
base_modern,0.8003392927052069,0.9058823529411765,0.9058823529411765,0.03690703019205682,0.01752550730741226,0.017529135264375453,0.76343226251315,0.8372463228972638,0.8883568456337642,0.9234078602485888,0.888353217676801,0.923411488205552,dehumanizing_hatespeech_entailment
base_modern,0.9340654317431061,0.9688683214135465,0.9688748681937317,0.007441801953961482,0.0035152071651358753,0.0035143984817367613,0.9266236297891446,0.9415072336970676,0.9653531142484106,0.9723835285786824,0.965360469711995,0.9723892666754684,dem_rep_party_platform_topics
base_modern,0.9244739756367664,0.9648093841642229,0.9648093841642229,0.021392489865248776,0.009974809820372821,0.009975681306354862,0.9030814857715176,0.9458664655020151,0.9548345743438501,0.9747841939845957,0.9548337028578681,0.9747850654705777,ibm_claimstance_entailment
base_modern,0.9289707226868887,0.9680589680589681,0.9682011915778149,0.018717469114141187,0.008432964694575384,0.008358748903549843,0.9102532535727476,0.9476881918010299,0.9596260033643926,0.9764919327535435,0.9598424426742651,0.9765599404813647,ibm_claimstance_topic_entailment
base_modern,0.5615294429638711,0.9473684210526315,0.9597953216374269,0.3652837593156224,0.03717354672582757,0.024829851556031943,0.19624568364824868,0.9268132022794935,0.9101948743268039,0.9845419677784591,0.934965470081395,0.9846251731934588,polistance_issue_tweets
base_modern,0.7218562827920233,0.869980879541109,0.8694308660274327,0.021992986961572987,0.01032694971329435,0.010435752099317758,0.6998632958304503,0.7438492697535963,0.8596539298278146,0.8803078292544034,0.8589951139281149,0.8798666181267505,scad_event_entailment
base_modern,0.6944969226746908,0.9656160458452722,0.9632259712401781,0.042177441565147036,0.004824926433315229,0.005444596434211832,0.6523194811095437,0.7366743642398378,0.9607911194119569,0.9704409722785874,0.9577813748059663,0.9686705676743899,targeted_hatespeech_entailment
base_modern,0.8386728873092713,0.923019985196151,0.9237778077008978,0.014762170723225857,0.007105417424684267,0.006980971793595816,0.8239107165860454,0.8534350580324971,0.9159145677714667,0.9301254026208353,0.916796835907302,0.9307587794944936,violent_hatespeech_entailment
large_modern,0.946347741862945,0.9743845642049235,0.9743674311274193,0.006055635249287006,0.0028889292653995883,0.0028937657529784786,0.940292106613658,0.952403377112232,0.9714956349395238,0.9772734934703231,0.9714736653744408,0.9772611968803978,PoliStance_Affect
large_modern,0.5622432511737089,0.7947214076246334,0.7947214076246334,0.047899565603235154,0.022561082091950797,0.022655658192136448,0.5143436855704737,0.610142816776944,0.7721603255326825,0.8172824897165842,0.772065749432497,0.8173770658167698,PoliStance_Affect_QT
large_modern,0.907401476085561,0.9537953795379538,0.9537660706138689,0.00996672578978419,0.004981683900472317,0.004987555372868399,0.8974347502957768,0.9173682018753452,0.9488136956374815,0.9587770634384261,0.9487785152410004,0.9587536259867373,acled_event_entailment
large_modern,0.9761987374500192,0.9881610102604578,0.988157224479811,0.006066988606412512,0.0030194736727567,0.0030215377517770845,0.9701317488436066,0.9822657260564317,0.9851415365877011,0.9911804839332145,0.985135686728034,0.9911787622315881,argument_quality_ranking_entailment
large_modern,0.9057270096564604,0.9518282066163668,0.9518485578437429,0.010477591522745841,0.005451559239532687,0.005445783300068694,0.8952494181337145,0.9162046011792062,0.9463766473768341,0.9572797658558995,0.9464027745436742,0.9572943411438116,bill_summary_entailment
large_modern,0.8544365938763483,0.9294117647058824,0.9298928212148946,0.032637449391014685,0.01604775457062261,0.015853344873119166,0.8217991444853336,0.8870740432673629,0.9133640101352598,0.945459519276505,0.9140394763417754,0.9457461660880138,dehumanizing_hatespeech_entailment
large_modern,0.9510635937582457,0.976861590239798,0.9768784512787074,0.0065451680524256555,0.003070707382328099,0.003066589115199835,0.94451842570582,0.9576087618106713,0.97379088285747,0.9799322976221261,0.9738118621635076,0.9799450403939073,dem_rep_party_platform_topics
large_modern,0.9748194191016188,0.9882697947214076,0.988250027153253,0.012466438499286355,0.005816762668659955,0.005840422289623121,0.9623529806023325,0.9872858576009051,0.9824530320527477,0.9940865573900676,0.9824096048636299,0.9940904494428762,ibm_claimstance_entailment
